OctaneSinglePotato trial list
----------------------

Trial Number | Haptic Presence | Environment | Glossiness | Depth | Timer 1 | Timer 2 | Timer 3 | GlossResult | DepthResult
----------------------
1, 0, 1, 6, 6, 59306.7, 0, -1, -1
2, 0, 0, 3, 0, 21978.7, 0, -1, -1
3, 0, 1, 6, 2, -22901.3, 0, -1, -1
4, 0, 0, 7, 8, 51418.7, 0, -1, -1
5, 0, 0, 8, 1, 10074.7, 0, -1, -1
6, 0, 0, 2, 0, -34970.7, 0, -1, -1
7, 0, 1, 3, 0, -52053.3, 0, -1, -1
8, 0, 1, 3, 1, -46277.3, 0, -1, -1
9, 0, 0, 4, 3, -58240, 0, -1, -1
10, 0, 0, 7, 1, 51861.3, 0, -1, -1
11, 0, 1, 6, 1, -20666.7, 0, -1, -1
12, 0, 1, 0, 8, -20597.3, 0, -1, -1
13, 0, 0, 6, 2, 41754.7, 0, -1, -1
14, 0, 0, 8, 5, -73866.7, 0, -1, -1
15, 0, 1, 4, 1, -58336, 0, -1, -1
16, 0, 1, 5, 2, 10288, 0, -1, -1
17, 0, 0, 6, 7, 51984, 0, -1, -1
18, 0, 0, 0, 1, 28234.7, 0, -1, -1
19, 0, 0, 2, 1, -47882.7, 0, -1, -1
20, 0, 0, 4, 1, 75994.7, 0, -1, -1
21, 0, 0, 1, 5, 5461.33, 0, -1, -1
22, 0, 1, 4, 0, -75749.3, 0, -1, -1
23, 0, 1, 2, 3, -71104, 0, -1, -1
24, 0, 1, 3, 8, -61962.7, 0, -1, -1
25, 0, 0, 4, 8, -45520, 0, -1, -1
26, 0, 0, 0, 8, 45749.3, 0, -1, -1
27, 0, 1, 3, 2, -21882.7, 0, -1, -1
28, 0, 0, 6, 8, -63418.7, 0, -1, -1
29, 0, 0, 1, 2, -26720, 0, -1, -1
30, 0, 0, 3, 8, -62533.3, 0, -1, -1
31, 0, 1, 4, 6, -4570.67, 0, -1, -1
32, 0, 0, 7, 4, 50965.3, 0, -1, -1
33, 0, 0, 1, 8, -72682.7, 0, -1, -1
34, 0, 1, 7, 7, 74666.7, 0, -1, -1
35, 0, 1, 5, 6, 53237.3, 0, -1, -1
36, 0, 1, 6, 4, -77797.3, 0, -1, -1
37, 0, 1, 1, 7, 52405.3, 0, -1, -1
38, 0, 1, 0, 3, -71504, 0, -1, -1
39, 0, 0, 3, 2, 33098.7, 0, -1, -1
40, 0, 0, 6, 1, 67626.7, 0, -1, -1
41, 0, 0, 5, 7, -71733.3, 0, -1, -1
42, 0, 1, 8, 8, -4512, 0, -1, -1
43, 0, 1, 2, 0, 31664, 0, -1, -1
44, 0, 0, 1, 4, -45253.3, 0, -1, -1
45, 0, 1, 5, 5, 14762.7, 0, -1, -1
46, 0, 0, 7, 6, 9685.33, 0, -1, -1
47, 0, 0, 1, 6, -37936, 0, -1, -1
48, 0, 0, 6, 5, -2496, 0, -1, -1
49, 0, 0, 7, 0, -58789.3, 0, -1, -1
50, 0, 1, 1, 2, 49349.3, 0, -1, -1
51, 0, 0, 3, 6, 18458.7, 0, -1, -1
52, 0, 0, 8, 8, 79706.7, 0, -1, -1
53, 0, 0, 2, 4, 11312, 0, -1, -1
54, 0, 1, 4, 5, 3573.33, 0, -1, -1
55, 0, 1, 7, 5, -29941.3, 0, -1, -1
56, 0, 1, 0, 7, 24634.7, 0, -1, -1
