OctaneSinglePotato Data File OctaneSinglePotatoRes_79.txt
Participant Number: 79
Date: 01/20/15, Time: 17:16:01
=============================


trial 1, 1, -1, -1, -1, -1, 0, 0, 0, 0
trial 2, 1, 0, 1, 8, 0, 39626.7, 0.556392, 0.761525, 0.267324
trial 3, 1, 1, 5, 7, 1, 7010.67, 0.675726, 0.846252, 0.283733
trial 4, 1, 0, 6, 0, 2, 68032, 0.761022, 0.306287, 0.678008
trial 5, 1, 1, 0, 1, 3, 68930.7, 0.267796, 0.655587, 0.647374
trial 6, 1, 0, 0, 4, 6, 70746.7, 0.5, 0.74263, 0.664787
trial 7, 1, 0, 2, 6, 4, 59554.7, 0.588242, 0.751215, 0.637284
trial 8, 1, 1, 4, 7, 8, 59640, 0.691716, 0.80681, 0.739969
trial 9, 1, 1, 5, 5, 6, 79824, 0.404777, 0.71327, 0.639974
trial 10, 1, 1, 2, 6, 3, 5792, 0.353778, 0.85577, 0.5
trial 11, 1, 1, 3, 2, 3, 20253.3, 0.60543, 0.69614, 0.665929
trial 12, 1, 0, 5, 8, 1, 60050.7, 0.756831, 0.757092, 0.683469
trial 13, 1, 0, 6, 6, 6, 68410.7, 0.917078, 0.881942, 0.839987
trial 14, 1, 0, 1, 2, 6, 78712, 0.77595, 0.828085, 0.708601
trial 15, 1, 0, 3, 4, 6, 66197.3, 0.606261, 0.805512, 0.650248
trial 16, 1, 1, 8, 4, 1, 269.333, 0.726598, 0.476759, 0.611399
trial 17, 1, 1, 2, 4, 4, 12152, 0.59422, 0.796016, 0.662596
trial 18, 1, 0, 4, 5, 5, 2328, 0.679915, 0.713619, 0.6413
trial 19, 1, 0, 8, 8, 5, 20186.7, 0.859019, 0.850204, 0.837937
trial 20, 1, 0, 5, 6, 0, 47957.3, 0.729196, 0.767, 0.277183
trial 21, 1, 1, 4, 2, 7, 59696, 0.719397, 0.834091, 0.80003
trial 22, 1, 1, 6, 2, 8, 8560, 0.551499, 0.832948, 0.884946
trial 23, 1, 1, 8, 3, 3, 56106.7, 0.691308, 0.830752, 0.788899
trial 24, 1, 1, 4, 1, 1, 24154.7, 0.614516, 0.374365, 0.379868
trial 25, 1, 0, 7, 6, 0, 57168, 0.772903, 0.823322, 0.198222
trial 26, 1, 0, 8, 0, 1, 2776, 0.823464, 0.308476, 0.714007
trial 27, 1, 0, 0, 8, 4, 29800, 0.37549, 0.773522, 0.682403
trial 28, 1, 1, 5, 4, 0, 37829.3, 0.71339, 0.407983, 0.417492
trial 29, 1, 0, 6, 8, 5, 42162.7, 0.744884, 0.718501, 0.71438
trial 30, 1, 1, 4, 6, 8, 34269.3, 0.727422, 0.738377, 0.777821
trial 31, 1, 1, 2, 4, 2, 35562.7, 0.426486, 0.763673, 0.625999
trial 32, 1, 0, 4, 8, 7, 5256, 0.699254, 0.76648, 0.763743
trial 33, 1, 1, 0, 6, 6, 68717.3, 0.373533, 0.759921, 0.624002
trial 34, 1, 0, 8, 4, 2, 17949.3, 0.786439, 0.422775, 0.442275
trial 35, 1, 0, 2, 6, 1, 77008, 0.436219, 0.795973, 0.454762
trial 36, 1, 0, 2, 5, 5, 66888, 0.472706, 0.795461, 0.722186
trial 37, 1, 1, 7, 5, 2, 61050.7, 0.789368, 0.835273, 0.603709
trial 38, 1, 1, 7, 1, 5, 17688, 0.861058, 0.798475, 0.738732
trial 39, 1, 1, 0, 8, 2, 1056, 0.629278, 0.748235, 0.619255
trial 40, 1, 0, 3, 4, 2, 29909.3, 0.383655, 0.778739, 0.68365
trial 41, 1, 1, 6, 4, 2, 38829.3, 0.706472, 0.686126, 0.637715
trial 42, 1, 1, 8, 0, 7, 66594.7, 0.688252, 0.383707, 0.682882
trial 43, 1, 1, 4, 7, 5, 21392, 0.703404, 0.749, 0.724746
trial 44, 1, 1, 7, 7, 4, 23392, 0.653278, 0.74494, 0.721757
trial 45, 1, 0, 0, 2, 6, 12488, 0.46174, 0.528439, 0.43706
trial 46, 1, 0, 4, 5, 8, 1056, 0.709038, 0.887974, 0.854719
trial 47, 1, 1, 8, 8, 6, 19354.7, 0.876415, 0.775538, 0.76957
trial 48, 1, 1, 6, 3, 1, 165.333, 0.798204, 0.62951, 0.37695
trial 49, 1, 0, 1, 4, 1, 77165.3, 0.614499, 0.723508, 0.376129
trial 50, 1, 0, 0, 1, 5, 75261.3, 0.404855, 0.773863, 0.630324
trial 51, 1, 1, 6, 8, 7, 71661.3, 0.756113, 0.715196, 0.703627
trial 52, 1, 1, 5, 7, 4, 63258.7, 0.740414, 0.749109, 0.682947
trial 53, 1, 1, 7, 4, 7, 5512, 0.828972, 0.774628, 0.692823
trial 54, 1, 0, 4, 3, 0, 21328, 0.682442, 0.627357, 0.241447
trial 55, 1, 0, 5, 0, 2, 71146.7, 0.701382, 0.415482, 0.392103
trial 56, 1, 0, 2, 5, 3, 4349.33, 0.469747, 0.74892, 0.643868
trial 57, 1, 0, 1, 3, 7, 42413.3, 0.529889, 0.50843, 0.5
trial 58, 1, 0, 2, 6, 5, 30578.7, 0.335286, 0.698875, 0.618343
trial 59, 1, 0, 3, 2, 3, 53688, 0.392728, 0.47871, 0.45303
trial 60, 1, 1, 8, 2, 4, 63717.3, 0.705255, 0.725279, 0.639006
trial 61, 1, 0, 0, 4, 8, 71504, 0.22393, 0.785887, 0.815749
trial 62, 1, 1, 8, 3, 1, 66386.7, 0.74748, 0.371665, 0.399967
trial 63, 1, 1, 8, 5, 1, 31293.3, 0.812657, 0.730231, 0.595318
trial 64, 1, 0, 5, 3, 4, 44608, 0.681312, 0.768253, 0.407218
trial 65, 1, 1, 0, 1, 5, 64565.3, 0.743497, 0.761492, 0.669696
trial 66, 1, 0, 8, 5, 2, 56421.3, 0.779001, 0.778098, 0.712573
trial 67, 1, 1, 2, 8, 7, 79480, 0.286592, 0.918911, 0.803854
trial 68, 1, 1, 4, 0, 3, 43954.7, 0.754321, 0.326729, 0.668207
trial 69, 1, 0, 6, 2, 2, 76165.3, 0.670144, 0.773075, 0.623148
trial 70, 1, 1, 4, 6, 3, 10322.7, 0.700368, 0.785284, 0.710404
trial 71, 1, 1, 5, 8, 2, 4440, 0.688906, 0.789768, 0.674042
trial 72, 1, 0, 3, 7, 1, 40978.7, 0.727312, 0.741872, 0.758204
trial 73, 1, 0, 1, 8, 4, 32709.3, 0.281729, 0.827174, 0.790158
trial 74, 1, 1, 5, 7, 2, 52882.7, 0.806237, 0.8115, 0.767334
trial 75, 1, 1, 7, 8, 7, 64314.7, 0.849455, 0.801699, 0.830604
trial 76, 1, 1, 7, 7, 7, 32082.7, 0.836201, 0.810717, 0.842965
trial 77, 1, 1, 1, 2, 8, 63101.3, 0.304144, 0.542341, 0.8087
trial 78, 1, 0, 8, 0, 5, 70941.3, 0.828513, 0.850554, 0.722661
trial 79, 1, 1, 5, 5, 5, 67973.3, 0.812003, 0.848613, 0.668914
trial 80, 1, 1, 6, 5, 2, 32610.7, 0.831909, 0.36635, 0.413695
trial 81, 1, 1, 0, 5, 5, 5616, 0.244777, 0.726836, 0.6477
trial 82, 1, 1, 7, 0, 8, 76698.7, 0.839425, 0.287104, 0.768459
trial 83, 1, 0, 6, 0, 7, 72909.3, 0.771826, 0.310989, 0.781704
trial 84, 1, 0, 4, 4, 2, 3994.67, 0.5, 0.572112, 0.5
trial 85, 1, 0, 5, 0, 6, 13293.3, 0.634226, 0.291454, 0.712714
trial 86, 1, 1, 8, 7, 4, 7205.33, 0.836632, 0.890619, 0.666546
trial 87, 1, 0, 6, 8, 4, 73834.7, 0.695205, 0.888239, 0.645388
trial 88, 1, 1, 4, 5, 2, 11808, 0.736352, 0.8002, 0.735587
trial 89, 1, 1, 4, 7, 1, 72525.3, 0.6878, 0.804414, 0.689781
trial 90, 1, 1, 5, 5, 8, 65402.7, 0.78024, 0.726004, 0.681798
trial 91, 1, 1, 7, 7, 6, 76778.7, 0.818668, 0.83277, 0.811134
trial 92, 1, 1, 6, 6, 7, 54794.7, 0.820588, 0.9052, 0.888588
trial 93, 1, 0, 7, 6, 8, 64970.7, 0.874901, 0.873277, 0.875152
trial 94, 1, 0, 1, 2, 3, 18760, 0.640816, 0.383736, 0.656225
trial 95, 1, 1, 2, 5, 5, 3165.33, 0.389184, 0.780267, 0.684744
trial 96, 1, 1, 3, 0, 0, 6634.67, 0.251154, 0.263377, 0.255796
trial 97, 1, 1, 3, 8, 1, 44042.7, 0.2433, 0.768506, 0.649372
trial 98, 1, 0, 2, 1, 3, 18005.3, 0.26525, 0.371873, 0.384116
trial 99, 1, 1, 6, 7, 7, 40061.3, 0.81064, 0.779451, 0.72696
trial 100, 1, 0, 6, 3, 3, 11736, 0.739907, 0.781133, 0.775728
trial 101, 1, 0, 7, 7, 8, 39066.7, 0.80447, 0.834657, 0.756156
trial 102, 1, 0, 4, 8, 5, 72298.7, 0.712557, 0.731221, 0.728356
trial 103, 1, 0, 0, 8, 0, 15314.7, 0.636742, 0.816477, 0.198138
trial 104, 1, 0, 5, 5, 2, 19674.7, 0.700424, 0.898228, 0.696929
trial 105, 1, 1, 7, 3, 6, 34709.3, 0.783268, 0.819907, 0.806607
trial 106, 1, 0, 7, 7, 5, 17053.3, 0.77743, 0.767763, 0.776084
trial 107, 1, 1, 6, 4, 5, 25408, 0.89044, 0.848915, 0.805943
trial 108, 1, 1, 7, 5, 3, 29021.3, 0.79317, 0.831323, 0.75894
trial 109, 1, 0, 8, 2, 4, 11866.7, 0.745531, 0.307355, 0.614189
trial 110, 1, 1, 8, 8, 5, 79381.3, 0.718082, 0.775016, 0.706055
trial 111, 1, 0, 7, 4, 5, 61194.7, 0.667631, 0.744365, 0.75723
trial 112, 1, 0, 3, 0, 4, 5386.67, 0.642741, 0.291622, 0.46991
trial 113, 1, 0, 3, 2, 0, 52621.3, 0.412991, 0.334718, 0.354552
trial 114, 1, 0, 3, 6, 1, 26128, 0.384553, 0.725754, 0.637938
trial 115, 1, 0, 5, 4, 1, 9000, 0.700252, 0.707373, 0.696916
trial 116, 1, 1, 3, 2, 7, 9437.33, 0.693246, 0.873147, 0.861316
