OctaneSinglePotato Data File OctaneSinglePotatoRes_1.txt
Participant Number: 1
Date: 01/27/15, Time: 11:04:37
=============================


trial 1, 1, -1, -1, -1, -1, 0, 0, 0, 0
trial 2, 1, 0, 1, 8, 0, 39626.7, 0.0460367, 0.700908, 0.282876
trial 3, 1, 1, 5, 7, 1, 7010.67, 0.399176, 0.770331, 0.0845761
trial 4, 1, 0, 6, 0, 2, 68032, 0.752576, 0.106211, 0.880345
trial 5, 1, 1, 0, 1, 3, 68930.7, 0.092422, 0.32493, 0.497836
trial 6, 1, 0, 0, 4, 6, 70746.7, 0.0880305, 0.892989, 0.907339
trial 7, 1, 0, 2, 6, 4, 59554.7, 0.0809922, 0.921027, 0.55824
trial 8, 1, 1, 4, 7, 8, 59640, 0.373748, 0.944769, 0.944851
trial 9, 1, 1, 5, 5, 6, 79824, 0.327922, 0.922204, 0.763056
trial 10, 1, 1, 2, 6, 3, 5792, 0.388455, 0.835185, 0.738755
trial 11, 1, 1, 3, 2, 3, 20253.3, 0.543515, 0.222255, 0.593004
trial 12, 1, 0, 5, 8, 1, 60050.7, 0.334333, 0.673272, 0.125702
trial 13, 1, 0, 6, 6, 6, 68410.7, 0.737536, 0.824927, 0.751914
trial 14, 1, 0, 1, 2, 6, 78712, 0.0918701, 0.518821, 0.840113
trial 15, 1, 0, 3, 4, 6, 66197.3, 0.12117, 0.645881, 0.67989
trial 16, 1, 1, 8, 4, 1, 269.333, 0.86246, 0.364382, 0.599638
trial 17, 1, 1, 2, 4, 4, 12152, 0.542827, 0.605071, 0.441633
trial 18, 1, 0, 4, 5, 5, 2328, 0.678447, 0.715349, 0.608531
trial 19, 1, 0, 8, 8, 5, 20186.7, 0.686909, 0.903425, 0.540686
trial 20, 1, 0, 5, 6, 0, 47957.3, 0.258486, 0.682577, 0.0599588
trial 21, 1, 1, 4, 2, 7, 59696, 0.806217, 0.912572, 0.886393
trial 22, 1, 1, 6, 2, 8, 8560, 0.794113, 0.18841, 0.942294
trial 23, 1, 1, 8, 3, 3, 56106.7, 0.746752, 0.707235, 0.302518
trial 24, 1, 1, 4, 1, 1, 24154.7, 0.727212, 0.158613, 0.276358
trial 25, 1, 0, 7, 6, 0, 57168, 0.770227, 0.483605, 0.207074
trial 26, 1, 0, 8, 0, 1, 2776, 0.65389, 0.148428, 0.739822
trial 27, 1, 0, 0, 8, 4, 29800, 0.0568365, 0.946188, 0.5
trial 28, 1, 1, 5, 4, 0, 37829.3, 0.383773, 0.436734, 0.133492
trial 29, 1, 0, 6, 8, 5, 42162.7, 0.677505, 0.941521, 0.681358
trial 30, 1, 1, 4, 6, 8, 34269.3, 0.665334, 0.932974, 0.934041
trial 31, 1, 1, 2, 4, 2, 35562.7, 0.320533, 0.339093, 0.18012
trial 32, 1, 0, 4, 8, 7, 5256, 0.645724, 0.930774, 0.927841
trial 33, 1, 1, 0, 6, 6, 68717.3, 0.0723819, 0.829453, 0.808936
trial 34, 1, 0, 8, 4, 2, 17949.3, 0.317572, 0.337471, 0.228061
trial 35, 1, 0, 2, 6, 1, 77008, 0.133364, 0.59113, 0.0595644
trial 36, 1, 0, 2, 5, 5, 66888, 0.164934, 0.63501, 0.811302
trial 37, 1, 1, 7, 5, 2, 61050.7, 0.741893, 0.608244, 0.310612
trial 38, 1, 1, 7, 1, 5, 17688, 0.775106, 0.213562, 0.710936
trial 39, 1, 1, 0, 8, 2, 1056, 0.0634932, 0.769438, 0.296358
trial 40, 1, 0, 3, 4, 2, 29909.3, 0.20541, 0.505686, 0.227829
trial 41, 1, 1, 6, 4, 2, 38829.3, 0.698471, 0.829392, 0.608662
trial 42, 1, 1, 8, 0, 7, 66594.7, 0.776097, 0.316729, 0.754668
trial 43, 1, 1, 4, 7, 5, 21392, 0.378182, 0.894124, 0.549663
trial 44, 1, 1, 7, 7, 4, 23392, 0.357125, 0.90275, 0.647668
trial 45, 1, 0, 0, 2, 6, 12488, 0.055681, 0.385624, 0.665428
trial 46, 1, 0, 4, 5, 8, 1056, 0.135834, 0.945849, 0.958874
trial 47, 1, 1, 8, 8, 6, 19354.7, 0.333427, 0.949586, 0.584077
trial 48, 1, 1, 6, 3, 1, 165.333, 0.274876, 0.44188, 0.279522
trial 49, 1, 0, 1, 4, 1, 77165.3, 0.0975758, 0.43883, 0.139457
trial 50, 1, 0, 0, 1, 5, 75261.3, 0.0494708, 0.246215, 0.822655
trial 51, 1, 1, 6, 8, 7, 71661.3, 0.681788, 0.97424, 0.62574
trial 52, 1, 1, 5, 7, 4, 63258.7, 0.558372, 0.938931, 0.5
trial 53, 1, 1, 7, 4, 7, 5512, 0.853552, 0.954274, 0.881771
trial 54, 1, 0, 4, 3, 0, 21328, 0.269074, 0.309995, 0.23571
trial 55, 1, 0, 5, 0, 2, 71146.7, 0.108212, 0.229504, 0.709285
trial 56, 1, 0, 2, 5, 3, 4349.33, 0.0779536, 0.499056, 0.577398
trial 57, 1, 0, 1, 3, 7, 42413.3, 0.0426692, 0.94659, 0.831499
trial 58, 1, 0, 2, 6, 5, 30578.7, 0.0720331, 0.897258, 0.854153
trial 59, 1, 0, 3, 2, 3, 53688, 0.0784168, 0.274295, 0.530225
trial 60, 1, 1, 8, 2, 4, 63717.3, 0.644876, 0.862909, 0.661929
trial 61, 1, 0, 0, 4, 8, 71504, 0.0758359, 0.943383, 0.650652
trial 62, 1, 1, 8, 3, 1, 66386.7, 0.384769, 0.376446, 0.383559
trial 63, 1, 1, 8, 5, 1, 31293.3, 0.707894, 0.453443, 0.277028
trial 64, 1, 0, 5, 3, 4, 44608, 0.231112, 0.39449, 0.5
trial 65, 1, 1, 0, 1, 5, 64565.3, 0.0675481, 0.388727, 0.605057
trial 66, 1, 0, 8, 5, 2, 56421.3, 0.23529, 0.604974, 0.393587
trial 67, 1, 1, 2, 8, 7, 79480, 0.0656072, 0.954709, 0.826281
trial 68, 1, 1, 4, 0, 3, 43954.7, 0.382738, 0.213716, 0.895206
trial 69, 1, 0, 6, 2, 2, 76165.3, 0.802688, 0.541187, 0.281982
trial 70, 1, 1, 4, 6, 3, 10322.7, 0.670807, 0.744064, 0.384118
trial 71, 1, 1, 5, 8, 2, 4440, 0.414333, 0.872736, 0.49572
trial 72, 1, 0, 3, 7, 1, 40978.7, 0.280887, 0.596994, 0.370939
trial 73, 1, 0, 1, 8, 4, 32709.3, 0.147674, 0.857672, 0.5
trial 74, 1, 1, 5, 7, 2, 52882.7, 0.350669, 0.661436, 0.386478
trial 75, 1, 1, 7, 8, 7, 64314.7, 0.791939, 0.943424, 0.950299
trial 76, 1, 1, 7, 7, 7, 32082.7, 0.72245, 0.91693, 0.958163
trial 77, 1, 1, 1, 2, 8, 63101.3, 0.144669, 0.396899, 0.839167
trial 78, 1, 0, 8, 0, 5, 70941.3, 0.747887, 0.225576, 0.780052
trial 79, 1, 1, 5, 5, 5, 67973.3, 0.737918, 0.764112, 0.5
trial 80, 1, 1, 6, 5, 2, 32610.7, 0.763786, 0.520182, 0.314896
trial 81, 1, 1, 0, 5, 5, 5616, 0.141012, 0.477868, 0.460998
trial 82, 1, 1, 7, 0, 8, 76698.7, 0.822688, 0.29712, 0.854555
trial 83, 1, 0, 6, 0, 7, 72909.3, 0.624541, 0.398878, 0.785691
trial 84, 1, 0, 4, 4, 2, 3994.67, 0.337265, 0.426875, 0.401479
trial 85, 1, 0, 5, 0, 6, 13293.3, 0.330028, 0.358877, 0.777365
trial 86, 1, 1, 8, 7, 4, 7205.33, 0.603614, 0.775943, 0.5
trial 87, 1, 0, 6, 8, 4, 73834.7, 0.586193, 0.72756, 0.349568
trial 88, 1, 1, 4, 5, 2, 11808, 0.40143, 0.713021, 0.5
trial 89, 1, 1, 4, 7, 1, 72525.3, 0.349364, 0.42546, 0.5
trial 90, 1, 1, 5, 5, 8, 65402.7, 0.725988, 0.858897, 0.860303
trial 91, 1, 1, 7, 7, 6, 76778.7, 0.696308, 0.952466, 0.783158
trial 92, 1, 1, 6, 6, 7, 54794.7, 0.753753, 0.934346, 0.819887
trial 93, 1, 0, 7, 6, 8, 64970.7, 0.846617, 0.843806, 0.84523
trial 94, 1, 0, 1, 2, 3, 18760, 0.194993, 0.417523, 0.444601
trial 95, 1, 1, 2, 5, 5, 3165.33, 0.249515, 0.709131, 0.5
